text,target
vvs ong set,1
ook long de fix miraculously hpq de can not qqq xk,0
aap go interesting pop squeeze jan 23rd positive report,1
week later stock trend bullish number shale play number apc he s cop mo dsb,1
user rare earth business fundamental terrible right mcp sort issue compelling,0
user xraystocktrader great dividend pay continued upside eager acquisition cvx,1
user krisanti mention aap send reminder nok,0
drug backlance go user argecap health pfe jnj hit new 52week high morning,1
marc benioff swagger income statement cm,0
green weekly triangle shopdate,0
user anf trigger number buy price nice number min candle need build intraday momentum,1
hbi watch list briefly go line pule volume ok number day average,1
xxia 5min find helpful watch 9period ema pink gap rule protect profit,1
aap fill upside gap hr take eternity close downside gap environment clearly bearish,0
nice de,1
gw high volume way news pump stock do not sound bullish,0
student nobiano number roi bt trade great sir,1
user say double money close end fund gsvc year twitter pull good ipo,1
bac fib level,0
f buy number imo that be price target feb option,1
triple bottom rare time aap trade near number number month aap fanboys aap,0
hedgestreettrade son,1
hpq number call happy,1
hpq trading multiple oad freaking boat imo,1
awesomenessmonday link swap risk financial blogosphere user aap jo ga,1
go private new go public de,0
user t3ive look strong breakout play,1
csco msh msh msh number come on mon,1
etail drilldown raise question xy xt th spx spy m gps,0
f coil hard right,1
k ong number trail stop number number prior stop number number,1
si vfc alcanza los number reconfirmacin de la tendencia que lleva la sesin provechando el rally alcista de final de sesin,1
de 5x vol people go to lose butt buyout,0
think way people buy dip number will not know aapl 420no plan equal mess,1
jeff bezoshave wonderful dayas usualand he be thin bastard amzn,1
csco oo number,1
aap let goodbye number today,0
totally helped beat revenuesi yoga bore western world bear dorito,0
can not aap index it be hold slacker,0
green weekly triangle soncsell short number,0
user de number fill huge gap number lol good luck,0
ssys website investor relation page use morningstar stat quote mkt cap mon statistics wrong r share way,0
shares fom dry accumulation continue daily technical indicator bullish,1
abc number clear nice base drug pjp spx spy,1
user error morn datait update share outstanding equal number million 21million mkt cap number bil number bil,0
user stumble datum discrepency ssys mon yhoo ssys website say 21 m share 41 m share,0
snt get put open eally pleased decision come hour allow well entry position,0
sfy start trade second line start number,1
typical set number,1
inap number ride 10ma extend base bolly deviation1 10ma right room upper bolly,1
aap need hold number low price earning couple wk,0
hpq oad dip want,1
user aap hit number hedge fund margin leverage high level number question hedge fund blow today,1
aapl 490p number number 5k,1
gnc perk despite general market weakness well riskreward long setup long,1
user pi nice early action watch,1
po perk strong specialty chemical ' stock,1
jpm want high xf spy,1
de outside bband believe pull bit,0
bk want buy low hourly show improvement add long,1
aap take number remain short,0
tol find support cloud,1
zcs break week hold pull low volume eye possible breakout number,1
csnsell short number scaling,0
new blog post ' momentum monday aap dip buyer miss market mojo,1
ampesell short number scaling,0
sure short aap money go jump market crash debt ceiling perfect,0
great guggenheim hire ex interim ceo yhoo,1
amzn pretty strong intraday support number I be support break,1
apkt number get interesting,1
aap earning,1
do not look int clearing alltime high 10th time charm,1
user erase opening drive number plenty roomlet consolidate,1
goog that be nice fast low,1
mkt fat aap number cratere huge psychological level tell tape strong spy dontbeshort,1
amzn remember hold number important break continuation watch I be long add break yesterday high,1
user heo beautiful flag forming7 number eventually,1
depo sell short number scale level number,0
aap study eason apple fail it be go stdy,0
user nvda grow cash cow number pt eoy number xk amd stx qcom intc technology,1
path real company new drug approval value lose shorter manipulation,1
thc watch list set yesterday today line volume number ave day,1
aj watch list trigger cent yesterday continue today volume number,1
odp break resistance,1
aapl number go level aapl trade today daytrade long sidefirst quarter buy,1
reason try cute try aapl long stick trend rev hold number number,0
confirm nicely today see double daily push number day move average number good action,1
tab mikel h williams help acquisition viasystem group dennis f strigl use coo verizon com ceo verizon wirless,1
flip aap trade number point get meaty trade obviusly long chip away,1
user aap world apple expect order component number million iphone number handset seasonally soft march quarter,1
swhc obamabiden speak tomorrow gun control legislation,1
user lot want cover number complete number 35k share ampe,0
cmg exciting stock lately upward trend tact consistently push number day average number key,1
eade stock eade stock market esiient day indication ally continue esf gnc nsm eve ddd sti nf,1
apo accumulate bounce critical support number day number tell likely continue higher,1
aap break downward triangle come massive head shoulder thing toast,0
aap number problem earning expectation way high smart money know,0
chk squeezie,1
vvs break flag setup macd crossup ong,1
chk number min keltbband fire early lunch number number number,1
hpq come de get buy hpq ocket,1
aap dump close go sub number maybe earning report wk gy town,0
aap people believe apple comment stock decline b4 ec it be call quiet period reason,1
dgi ddd act strong end hod decent volume end,1
ed monthly triangle cytxnet profit number number,0
green weekly triangle cytxsell short number,0
wmb fill gap reverse,1
fs inside day add long break stop live little number area,1
aap probability rise test number trendline st mean reversion pt number,0
wfm look like bear flag short respect flag exit close,0
bcei number,1
dcth number number like volatility low price one,1
amzn uptrend motion buy dip,1
nfx resistance level number,1
pcn long setup,1
aap breaks number year support line apple depend itv 52wkh,0
vg consolidate inside large ascending triangle w tp number breakout watch number,1
aap trading close pointfigure trend line support target number trend support,0
bac yep b good day financial soon volume 930am ise p,1
cie cox cmg getting smack open,0
ssy postpone q4 release feb approx march 4th,0
check list performer aap peak user dog like fs de number nfx,0
new post positive earning cost containment continue propel ms,1
goog amzn show early weakness,0
amzn take yesterdays low ong well careful,0
aap reverse early gain qqq big problem,0
oabc ong number trail stop number number prior stop number number number number number number number,1
twc way potential breakout number channel tgt number number wht u think user,1
nvda breaking number min trend,1
aap ong position apple reach number maximum day stop loss number,1
